id,email,first_name,last_name,country,city,industry,number_of_employees,annual_revenue,job_title,seniority,deal_stage,deal_type,pipeline,amount,close_date,inbound_source,deal_source_of_the_deal,lifecycle_stage,lead_status,has_meeting,meeting_count,days_to_demo
122,jimena.vega96@educaciontech.cl,Jimena,Vega,Colombia,Cali,Educación,333,28166551,Workforce Manager,Manager,pilot,New Business,Inbound,8471,2026-04-16,Organic,organic_seo,opportunity,open deal,true,7,16
123,pablo.fernandez18@gmail.com,Pablo,Fernández,Chile,Antofagasta,Telecomunicaciones,2521,115831018,Talent Acquisition Manager,Manager,final negotiation,New Business,Enterprise,44480,2024-04-09,Event,event_demo_day,opportunity,open deal,true,4,36
124,ana.ruiz92@saludtech.cl,Ana,Ruiz,España,Bilbao,Salud,70,18827432,Operations Manager,Manager,champion engaged,New Business,Partnerships,4561,,Instagram,instagram_paid_stories,sales qualified lead,open deal,false,0,
125,fernando.navarro89@manufacturagroup.mx,Fernando,Navarro,Chile,Concepción,Manufactura,244,20481377,HR Coordinator,IC,pilot,New Business,Partnerships,9113,2025-10-19,Instagram,instagram_paid_stories,opportunity,open deal,true,8,1
126,hernan.mendoza95@construcciongroup.mx,Hernán,Mendoza,Chile,Valparaíso,Construcción,201,10501167,Training Manager,Manager,prequalified,New Business,Partnerships,,,Organic,organic_seo,marketing qualified lead,open,false,0,
127,carolina.hernandez49@outlook.com,Carolina,Hernández,Argentina,Córdoba,Construcción,96,4073493,HR Manager,Manager,demo,New Business,Inbound,9988,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,2,35
128,agustin.herrera46@saludsolutions.mx,Agustín,Herrera,Brasil,Curitiba,Salud,8416,187701713,HR Analyst,IC,approaching,New Business,Enterprise,,,Facebook,facebook_paid_lookalike,lead,new,false,0,
129,sofia.garcia22@finanzasinc.co,Sofía,García,Brasil,Belo Horizonte,Finanzas,482,12352728,Training Manager,Manager,won,New Business,Outbound,6051,2024-01-04,LinkedIn,linkedin_paid_conversion,customer,open deal,true,7,42
130,natalia.herrera91@gmail.com,Natalia,Herrera,Brasil,Rio de Janeiro,Telecomunicaciones,174,8610535,VP of Human Resources,C-Level / VP,champion engaged,New Business,Partnerships,31542,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,6,38
131,roberto.ramos7@gmail.com,Roberto,Ramos,Argentina,Rosario,Salud,3025,492537803,People Analytics Specialist,Technical,discovery,New Business,Outbound,,,Event,event_webinar,marketing qualified lead,in progress,false,0,
132,paola.diaz23@gmail.com,Paola,Díaz,Argentina,Rosario,Alimentación,68,12044713,Workforce Planning Analyst,Technical,won,Expansion,Outbound,12565,2024-04-25,Facebook,facebook_paid_lookalike,customer,open deal,true,7,19
133,diego.chavez21@saludcorp.com,Diego,Chávez,Chile,Antofagasta,Salud,431,10211125,Recruiter,IC,won,New Business,Partnerships,5703,2025-08-21,Instagram,instagram_paid_reels,customer,open deal,true,1,32
134,roberto.cabrera56@outlook.com,Roberto,Cabrera,Chile,La Serena,Logística,12,688216,Director General,C-Level / VP,final negotiation,New Business,Outbound,47985,2025-12-21,Instagram,instagram_paid_stories,opportunity,open deal,true,8,30
135,vanessa.cabrera66@finanzasinc.com,Vanessa,Cabrera,España,Valencia,Finanzas,228,58979110,HR Consultant,Technical,final negotiation,New Business,Partnerships,5863,2024-01-29,LinkedIn,linkedin_paid_retargeting,opportunity,open deal,true,6,33
136,florencia.diaz84@saludsolutions.mx,Florencia,Díaz,Brasil,Rio de Janeiro,Salud,138,11356222,VP of Operations,C-Level / VP,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,open,false,0,
137,fernando.vargas32@outlook.com,Fernando,Vargas,Colombia,Medellín,Logística,177,18390911,Talent Acquisition Specialist,IC,prequalified,New Business,Outbound,,,Event,event_webinar,marketing qualified lead,open,false,0,
138,laura.ruiz29@alimentacioninc.co,Laura,Ruiz,Chile,Concepción,Alimentación,43,4871074,HR Assistant,IC,won,Upsell,Partnerships,9282,2025-01-13,Event,event_demo_day,customer,open deal,true,8,12
139,lucia.herrera92@telecomunicacionesinc.cl,Lucía,Herrera,Perú,Chiclayo,Telecomunicaciones,153,14415839,Chief People Officer,C-Level / VP,lost,New Business,Inbound,60540,2024-10-10,Google,google_paid_performance_max,lead,bad timing,true,1,17
140,elena.herrera92@outlook.com,Elena,Herrera,Argentina,Rosario,Logística,8160,756286516,HR Director,Manager,champion engaged,New Business,Enterprise,12138,,Google,google_paid_search,sales qualified lead,open deal,false,0,
141,maria.gonzalez3@telecomunicacionestech.mx,María,González,Chile,La Serena,Telecomunicaciones,7905,580889466,HR Analyst,IC,lost,New Business,Outbound,29358,2026-08-11,Instagram,instagram_paid_feed,lead,unqualified,true,6,14
142,miguel.ortiz4@telecomunicacionessolutions.cl,Miguel,Ortiz,Brasil,São Paulo,Telecomunicaciones,2215,317926041,People Operations Coordinator,IC,lead,New Business,Enterprise,,,Facebook,facebook_paid_retargeting,lead,open,false,0,
143,jorge.munoz18@construccionsolutions.co,Jorge,Muñoz,Brasil,Porto Alegre,Construcción,330,23631519,Compensation & Benefits Manager,Manager,won,New Business,Inbound,10291,2025-01-06,Instagram,instagram_paid_feed,customer,open deal,true,5,14
144,ricardo.cabrera73@gmail.com,Ricardo,Cabrera,Argentina,Córdoba,Salud,30,2603866,Benefits Coordinator,IC,lost,New Business,Outbound,13860,2026-01-17,LinkedIn,linkedin_paid_awareness,lead,bad timing,true,5,39
145,sergio.rivera78@gmail.com,Sergio,Rivera,Perú,Lima,Tecnología,196,5775790,HR Manager,Manager,won,New Business,Inbound,13345,2026-10-05,Instagram,instagram_paid_feed,customer,open deal,false,0,
146,carolina.rojas5@outlook.com,Carolina,Rojas,España,Madrid,Manufactura,7586,259437417,People Operations Coordinator,IC,lost,New Business,Enterprise,43005,2026-10-08,Google,google_paid_search,lead,unqualified,true,8,15
147,camila.ramos63@telecomunicacionestech.mx,Camila,Ramos,España,Sevilla,Telecomunicaciones,462,28044730,HR Consultant,Technical,prequalified,New Business,Outbound,,,Instagram,instagram_paid_reels,marketing qualified lead,open,false,0,
148,lucia.hernandez39@educacionsolutions.cl,Lucía,Hernández,Perú,Trujillo,Educación,169,8411114,Talent Acquisition Specialist,IC,champion engaged,New Business,Inbound,8065,,Facebook,facebook_paid_retargeting,sales qualified lead,open deal,true,3,41
149,vanessa.suarez75@finanzassrl.co,Vanessa,Suárez,Perú,Arequipa,Finanzas,692,190467237,HR Manager,Manager,prequalified,New Business,Outbound,,,Event,event_demo_day,marketing qualified lead,in progress,false,0,
150,gustavo.rojas15@finanzasinc.co,Gustavo,Rojas,México,Puebla,Finanzas,3244,317814887,Talent Acquisition Manager,Manager,pilot,New Business,Enterprise,27762,2024-11-21,LinkedIn,linkedin_paid_retargeting,opportunity,open deal,true,2,18
151,lucia.ortiz25@gmail.com,Lucía,Ortiz,Argentina,Mendoza,Educación,154,9380925,HR Analyst,IC,demo,New Business,Inbound,5809,,Instagram,instagram_paid_reels,sales qualified lead,open deal,true,4,31
152,nicolas.flores3@gmail.com,Nicolás,Flores,Brasil,Curitiba,Logística,392,15803263,HR Analyst,IC,decision maker engaged,New Business,Outbound,4517,2024-06-05,Facebook,facebook_paid_retargeting,sales qualified lead,open deal,false,0,
153,miguel.fernandez93@manufacturagroup.co,Miguel,Fernández,Argentina,Rosario,Manufactura,691,149632985,Operations Manager,Manager,decision maker engaged,New Business,Enterprise,25360,2026-07-02,Facebook,facebook_paid_retargeting,sales qualified lead,open deal,true,1,20
154,rafael.lopez10@saludsa.co,Rafael,López,Argentina,Tucumán,Salud,355,55810392,People Manager,Manager,prequalified,New Business,Inbound,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,in progress,false,0,
155,camila.rodriguez54@educacioncorp.com,Camila,Rodríguez,Argentina,Rosario,Educación,392,24541930,Operations Manager,Manager,decision maker engaged,New Business,Outbound,4402,2024-03-27,Instagram,instagram_paid_feed,sales qualified lead,open deal,false,0,
156,javier.navarro71@logisticasa.com,Javier,Navarro,España,Madrid,Logística,66,2394931,Benefits Coordinator,IC,prequalified,New Business,Outbound,,,Google,google_paid_display,marketing qualified lead,in progress,false,0,
157,javier.jimenez12@logisticainc.mx,Javier,Jiménez,Brasil,São Paulo,Logística,310,11266609,HR Manager,Manager,lead,New Business,Partnerships,,,Instagram,instagram_paid_stories,lead,open,false,0,
158,paola.perez74@finanzassrl.co,Paola,Pérez,Colombia,Bogotá,Finanzas,323,77198669,Talent Acquisition Manager,Manager,discovery,New Business,Outbound,,,Organic,organic_seo,marketing qualified lead,in progress,false,0,
159,gustavo.garcia55@tecnologiasolutions.co,Gustavo,García,México,Monterrey,Tecnología,19,1942213,Operations Manager,Manager,won,New Business,Inbound,11473,2026-05-07,Instagram,instagram_paid_stories,customer,open deal,true,3,32
160,florencia.rodriguez12@gmail.com,Florencia,Rodríguez,Brasil,Curitiba,Educación,19,864083,Training Manager,Manager,final negotiation,New Business,Inbound,12922,2024-11-25,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,3,4
161,sergio.alvarez13@finanzassolutions.com,Sergio,Álvarez,Argentina,Tucumán,Finanzas,314,31385722,Training Manager,Manager,won,New Business,Inbound,8996,2024-01-19,Instagram,instagram_paid_feed,customer,open deal,false,0,
162,veronica.perez97@tecnologiasa.com.ar,Verónica,Pérez,Brasil,Porto Alegre,Tecnología,22,3415641,Talent Acquisition Manager,Manager,won,New Business,Outbound,12943,2024-10-14,Google,google_paid_search,customer,open deal,true,3,7
163,santiago.martinez84@finanzasinc.com.ar,Santiago,Martínez,México,Puebla,Finanzas,672,130760409,Director General,C-Level / VP,decision maker engaged,New Business,Outbound,15635,2026-06-14,Referral,referral_organic,sales qualified lead,open deal,false,0,
164,vanessa.torres42@construccionsolutions.com.ar,Vanessa,Torres,Perú,Arequipa,Construcción,44,4103384,Talent Acquisition Specialist,IC,approaching,New Business,Partnerships,,,Instagram,instagram_paid_stories,lead,open,false,0,
165,elena.flores85@gmail.com,Elena,Flores,Argentina,Buenos Aires,Retail,376,45109553,Operations Manager,Manager,lost,New Business,Outbound,10940,2025-03-07,Google,google_paid_display,lead,unqualified,true,8,6
166,lucia.gonzalez47@logisticasrl.com.ar,Lucía,González,Chile,Santiago,Logística,9112,472613490,HR Generalist,IC,discovery,New Business,Outbound,,,Facebook,facebook_paid_lookalike,marketing qualified lead,open,true,2,37
167,daniela.lopez81@outlook.com,Daniela,López,México,Guadalajara,Construcción,84,11371316,HR Analyst,IC,lost,New Business,Inbound,13056,2024-06-30,Event,event_demo_day,lead,bad timing,true,5,36
168,pablo.martinez82@construccionsrl.cl,Pablo,Martínez,España,Valencia,Construcción,344,43438019,Compensation & Benefits Manager,Manager,demo,New Business,Partnerships,10460,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,5,34
169,martin.cabrera81@tecnologiasolutions.cl,Martín,Cabrera,México,Puebla,Tecnología,428,12224166,HR Director,Manager,pilot,New Business,Partnerships,7139,2025-08-08,Referral,referral_organic,opportunity,open deal,true,3,23
170,daniela.munoz20@outlook.com,Daniela,Muñoz,Chile,Valparaíso,Manufactura,259,35043815,Payroll Analyst,IC,won,New Business,Partnerships,8559,2024-09-13,Organic,organic_seo,customer,open deal,true,4,12
171,vanessa.ramos64@construccionsa.com.ar,Vanessa,Ramos,Argentina,Rosario,Construcción,35,4075705,Organizational Development Specialist,Technical,lead,New Business,Inbound,,,Organic,organic_seo,lead,new,false,0,
172,carlos.cruz85@telecomunicacionessolutions.mx,Carlos,Cruz,Argentina,Buenos Aires,Telecomunicaciones,155,7844449,HR Assistant,IC,lead,New Business,Inbound,,,Instagram,instagram_paid_reels,lead,open,false,0,
173,fernando.sanchez16@gmail.com,Fernando,Sánchez,Chile,Santiago,Finanzas,2214,847057120,HRIS Specialist,Technical,discovery,New Business,Enterprise,,,Referral,referral_organic,marketing qualified lead,in progress,false,0,
174,matias.cruz90@alimentaciontech.com,Matías,Cruz,Perú,Arequipa,Alimentación,364,63966980,Compensation & Benefits Manager,Manager,discovery,New Business,Outbound,,,Facebook,facebook_paid_retargeting,marketing qualified lead,in progress,true,4,8
175,javier.cabrera12@tecnologiacorp.com.ar,Javier,Cabrera,Argentina,Rosario,Tecnología,36,827867,CFO,C-Level / VP,decision maker engaged,New Business,Inbound,19299,2025-04-27,Facebook,facebook_paid_prospecting,sales qualified lead,open deal,false,0,
176,veronica.fernandez34@logisticasolutions.co,Verónica,Fernández,Argentina,Tucumán,Logística,440,72129932,HR Generalist,IC,champion engaged,New Business,Outbound,5643,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,true,3,9
177,natalia.vega93@gmail.com,Natalia,Vega,Argentina,Mendoza,Construcción,685,63284498,HR Manager,Manager,final negotiation,New Business,Outbound,26274,2025-12-04,LinkedIn,linkedin_paid_awareness,opportunity,open deal,true,4,5
178,luis.romero84@tecnologiasa.mx,Luis,Romero,Perú,Arequipa,Tecnología,390,42014094,CFO,C-Level / VP,discovery,New Business,Partnerships,,,LinkedIn,linkedin_paid_conversion,marketing qualified lead,open,false,0,
179,valeria.suarez12@educacionsa.com,Valeria,Suárez,España,Sevilla,Educación,176,9829085,Payroll Analyst,IC,approaching,New Business,Inbound,,,Google,google_paid_search,lead,new,false,0,
180,andres.fernandez55@outlook.com,Andrés,Fernández,España,Valencia,Educación,71,3689704,HR Director,Manager,demo,New Business,Partnerships,3746,,Google,google_paid_performance_max,sales qualified lead,open deal,false,0,
181,claudia.medina12@construccionsolutions.com,Claudia,Medina,Brasil,Curitiba,Construcción,20,2301290,CTO,C-Level / VP,discovery,New Business,Partnerships,,,LinkedIn,linkedin_paid_awareness,marketing qualified lead,open,true,2,38
182,vanessa.cruz60@construccionsolutions.cl,Vanessa,Cruz,Argentina,Mendoza,Construcción,7798,905452654,HR Assistant,IC,approaching,New Business,Enterprise,,,Event,event_conference,lead,open,true,2,7
183,jorge.herrera34@alimentacionsrl.mx,Jorge,Herrera,México,Guadalajara,Alimentación,31,2924745,Payroll Analyst,IC,pilot,New Business,Outbound,3586,2025-07-07,Instagram,instagram_paid_reels,opportunity,open deal,true,5,17
184,isabella.gomez83@telecomunicacionesgroup.com.ar,Isabella,Gómez,Perú,Arequipa,Telecomunicaciones,340,72360933,People Operations Coordinator,IC,prequalified,New Business,Partnerships,,,Instagram,instagram_paid_feed,marketing qualified lead,open,true,1,28
185,rodrigo.gutierrez45@educaciontech.com.ar,Rodrigo,Gutiérrez,Colombia,Cali,Educación,49,4454295,HR Assistant,IC,discovery,New Business,Partnerships,,,Instagram,instagram_paid_reels,marketing qualified lead,in progress,false,0,
186,elena.sanchez83@retailtech.com,Elena,Sánchez,España,Madrid,Retail,4867,415736971,Workforce Planning Analyst,Technical,discovery,New Business,Enterprise,,,Instagram,instagram_paid_stories,marketing qualified lead,in progress,false,0,
187,carlos.morales84@outlook.com,Carlos,Morales,México,Puebla,Construcción,852,128371196,HR Consultant,Technical,champion engaged,New Business,Outbound,16177,,Facebook,facebook_paid_lookalike,sales qualified lead,open deal,true,2,13
188,claudia.medina38@logisticasolutions.co,Claudia,Medina,Argentina,Tucumán,Logística,69,8151926,VP of Operations,C-Level / VP,final negotiation,New Business,Partnerships,38448,2025-06-29,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,4,10
189,javier.vargas39@logisticasolutions.co,Javier,Vargas,Brasil,Belo Horizonte,Logística,51,6701041,Co-Founder,C-Level / VP,won,New Business,Outbound,60385,2025-09-08,Facebook,facebook_paid_prospecting,customer,open deal,true,1,12
190,pablo.munoz82@outlook.com,Pablo,Muñoz,Perú,Chiclayo,Construcción,2506,435781419,HR Generalist,IC,final negotiation,New Business,Outbound,46420,2026-07-28,Google,google_paid_performance_max,opportunity,open deal,false,0,
191,jimena.munoz90@alimentaciongroup.com.ar,Jimena,Muñoz,Colombia,Cali,Alimentación,3064,781129924,Talent Acquisition Manager,Manager,lost,New Business,Enterprise,26108,2024-03-22,Instagram,instagram_paid_stories,lead,unqualified,true,8,42
192,pablo.herrera92@retailcorp.cl,Pablo,Herrera,Perú,Chiclayo,Retail,2295,959223904,Payroll Manager,Manager,lead,New Business,Outbound,,,Instagram,instagram_paid_reels,lead,open,false,0,
193,santiago.herrera25@finanzascorp.com,Santiago,Herrera,Argentina,Mendoza,Finanzas,380,36073806,Recruiter,IC,won,Expansion,Inbound,6090,2025-03-10,Google,google_paid_display,customer,open deal,true,5,39
194,roberto.ruiz56@gmail.com,Roberto,Ruiz,Brasil,Porto Alegre,Educación,162,11414874,HR Generalist,IC,won,New Business,Outbound,12997,2024-01-11,Facebook,facebook_paid_retargeting,customer,open deal,true,1,4
195,sergio.torres92@telecomunicacionessolutions.com.ar,Sergio,Torres,Perú,Piura,Telecomunicaciones,239,78133505,VP of People,C-Level / VP,lead,New Business,Outbound,,,Google,google_paid_display,lead,open,false,0,
196,rafael.rivera51@construccionsrl.com,Rafael,Rivera,Perú,Chiclayo,Construcción,268,32259695,Compensation & Benefits Manager,Manager,prequalified,New Business,Outbound,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,open,true,1,30
197,valeria.herrera20@tecnologiainc.mx,Valeria,Herrera,Chile,Santiago,Tecnología,22,1941468,Benefits Coordinator,IC,decision maker engaged,New Business,Outbound,6685,2024-01-09,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,1,35
198,pablo.hernandez63@manufacturagroup.com.ar,Pablo,Hernández,México,Guadalajara,Manufactura,460,40796959,HR Manager,Manager,discovery,New Business,Inbound,,,Google,google_paid_search,marketing qualified lead,in progress,false,0,
